Course name,Department code,Course code,T,P,C,Tutorial,Lecturer name,Lecturer Title,Lecturer Id,Section code,Section name,Year,Section department,Class size
Strength of Materials,CE,251,1,2,2,0,G. Sossou,,,,,2,Geological,117
Theory of Structures,CE,255,2,2,3,0,G. Sossou,,,,,2,Geological,117
Engineering in Society,CENG,291,1,4,2,0,M. C Wilson/ G. C. Amedjoe,,,,,2,Geological,117
Numerical Analysis,MATH,351,2,0,2,0,P. Yirenkyi,,,,,3,Geological,120
Statistics,MATH,353,2,0,2,0,A. Y. Omari- Sasu,,,,,3,Geological,120
Petrology,GED,351,2,2,3,0,G. Foli,,,,,3,Geological,120
Geological Field Mapping,GED,353,1,6,3,0,S. K. Y. Gawu,,,,,3,Geological,120
Engineering Geology I,GED,355,2,1,2,0,S. S. R. Gidigasu,,,,,3,Geological,120
Basic Hydrology,GED,357,2,1,2,0,E. K. Appiah- Adjei,,,,,3,Geological,120
Photogeology & Remote Sensing,GED,359,2,2,3,0,A. Duker,,,,,3,Geological,120
Soil Mechanics,CE,359,2,2,3,0,F. Owusu- Nimo,,,,,3,Geological,120
Regional Geology,GED,451,3,0,3,0,G. Foli,,,,,4,Geological,150
Engineering Geological II,GED,453,2,1,2,0,B. Ali,,,,,4,Geological,150
Hydrogeology I,GED,455,3,1,3,0,E. K. Appiah- Adjei,,,,,4,Geological,150
Project I,GED,457,1,6,3,0,E. K. Appiah- Adjei / All Staff,,,,,4,Geological,150
Exploration Geochemistry,GED,459,2,1,2,0,S. K. Y. Gawu,,,,,4,Geological,150
Exploration Geophysics,GED,461,2,1,2,0,B. Ali,,,,,4,Geological,150
Industrial Training,GED,471,0,0,0,0,S. S. R. Gidigasu,,,,,4,Geological,150
Geotechnical Engineering,CE,477,3,2,3,0,S. I. K. Ampadu / B. Ali,,,,,4,Geological,150
Cartography I,GE,151,2,3,3,0,J. Quaye-Ballard,,,,,1,Geomatic,90
Basic Surveying Principles I,GE,167,2,3,3,0,J. Ayer,,,,,1,Geomatic,90
Applied Optics,GE,171,2,0,2,0,S.A. Andam-Akorful,,,,,1,Geomatic,90
Algebra,MATH,151,4,0,4,0,C. Sebil,,,,,1,Geomatic,90
Technical Drawing,ME,159,1,3,2,0,J Aveyire,,,,,1,Geomatic,90
Basic Mechanics,ME,161,3,1,3,0,F.W Adam,,,,,1,Geomatic,90
Communication Skills I,ENGL,157,2,0,2,0,P. Abaka,,,,,1,Geomatic,90
Differential Equation,MATH,251,4,0,4,0,K. F. Darkwa,,,,,2,Geomatic,96
Literature in English I,ENGL,263,1,0,1,0,P. A. Abakah,,,,,2,Geomatic,96
Photogrammetry I,GE,251,2,3,3,0,A B. Agyemang,,,,,2,Geomatic,96
Field Astronomy,GE,261,2,3,3,0,J. Ayer,,,,,2,Geomatic,96
Information Science And Programming,GE,263,2,3,3,0,A. A. Acheampong,,,,,2,Geomatic,96
Engineering Surveying,GE,271,2,3,3,0,E. M. Osei Jnr,,,,,2,Geomatic,96
Marine And Geodetic Science,GE,281,2,1,2,0,I. Dadzie,,,,,2,Geomatic,96
Engineering in society,CENG,291,0,8,2,0,Y. M. Asare,,,,,2,Geomatic,96
Probability And Statistics,MATH,351,2,0,2,0,G.A. Okyere,,,,,3,Geomatic,89
Highway And Transportation Engineering I,CE,367,2,3,3,0,D. A. Obeng,,,,,3,Geomatic,89
Photogrammetry II,GE,351,2,3,3,0,A.B. Agyemang,,,,,3,Geomatic,89
Geodetic Surveying I,GE,353,2,3,3,0,I. Dadzie,,,,,3,Geomatic,89
Remote Sensing II,GE,361,2,3,3,0,A. A. Duker,,,,,3,Geomatic,89
Survey Adjustment I,GE,371,2,3,3,0,C. Fosu,,,,,3,Geomatic,89
Accounting I,CSM,157,2,0,2,0,Matthew,,,,,3,Geomatic,89
Elements Of Economics 1,ECON,151,2,0,2,0,Akola,,,,,3,Geomatic,89
French For Communication 1,FC,181,2,0,2,0,Kudom,,,,,3,Geomatic,89
Eng. Economy  And Entrepreneurship,CE,461,3,0,3,0,K.B. Nyarko,,,,,4,Geomatic,68
Geodetic Surveying II,GE,451,2,3,3,0,C.Y. Asante,,,,,4,Geomatic,68
Cadastral Surveying,GE,461,2,3,3,0,E. O. Akrofi,,,,,4,Geomatic,68
Land and Geographic Information  System I,GE,463,2,3,3,0,E. K. Forkuo,,,,,4,Geomatic,68
Project I,GE,491,2,4,4,0,All Lecturers,,,,,4,Geomatic,68
Introduction To Aviation Technology,AERO,157,4,1,2,0,F. T. Oduro,,,,,1,Aerospace,69
Environmental Studies,CE,155,2,0,2,0,Z. Ossei,,,,,1,Aerospace,69
Applied Electricity,EE,151,2,2,3,0,E. A. Frimpong,,,,,1,Aerospace,69
Communication Skills I,ENGL,157,2,0,2,0,K. B. Nyarko,,,,,1,Aerospace,69
Algebra,MATH,151,2,2,4,0,F. Davis,,,,,1,Aerospace,69
Introduction To Information Technology,ME,157,1,2,2,0,E. A. Adjei,,,,,1,Aerospace,69
Technical Drawing,ME,159,1,2,3,0,J. Ampofo,,,,,1,Aerospace,69
Differential Equations,MATH,251,4,1,4,0,K. F. Darkwah,,,,,2,Aerospace,89
Literature in English I,ENGL,263,1,0,1,0,P. Abakah,,,,,2,Aerospace,89
Dynamics of Solid Mechanics,ME,261,2,0,2,0,J. Ampofo,,,,,2,Aerospace,89
Introduction to Fluid Mechanics,ME,251,2,0,2,0,Y. A. K. Fiagbe,,,,,2,Aerospace,89
Engineering Materials I,ME,281,2,0,2,0,G. Takyi,,,,,2,Aerospace,89
Strength of Materials I,ME,255,3,1,3,0,P. Y. Andoh,,,,,2,Aerospace,89
Aerospace Engineering Vacation Training I,AERO,293,0,5,2,0,P. O. Tawiah,,,,,2,Aerospace,89
Mechanical Engineering Laboratory I,ME,295,0,3,1,0,R. Opoku,,,,,2,Aerospace,89
Engineering in Society,CENG,291,1,4,1,0,F. W. Adam,,,,,2,Aerospace,89
Aerodynamics,AERO,351,3,0,3,0,E. W. Ramde,,,,,3,Aerospace,70
Aerospace Industry & Engineering,AERO,391,3,0,3,0,G. Takyi,,,,,3,Aerospace,70
Aerospace Engineering Lab. I,AERO,395,0,3,1,0,E. A. Adjei,,,,,3,Aerospace,70
Introduction to Economics,ECON,151,2,0,2,0,E. Buabeng,,,,,3,Aerospace,70
Automatic Control I,ME,363,2,1,2,0,E. A. Adjei,,,,,3,Aerospace,70
Probability and Statistics,MATH,353,2,1,2,0,A. Y. Omari-Sasu,,,,,3,Aerospace,70
Numerical Methods,MATH,351,2,1,2,0,P. A. Yirenkyi,,,,,3,Aerospace,70
Aerospace Engineering Vacation Training II,AERO,393,0,5,2,0,P. O. Tawiah,,,,,3,Aerospace,70
Project  I,AERO,497,0,6,3,,Academic Staff,,,,,4,Aerospace,55
Aerospace Engineering Vacation Training III,AERO,493,0,5,2,,P. O. Tawiah,,,,,4,Aerospace,55
Aviation Business Management,AERO,491,2,1,2,,A. K. Intsiful,,,,,4,Aerospace,55
Aerospace Vehicle Design,AERO,473,3,2,4,,J. Ampofo,,,,,4,Aerospace,55
Avionics,AERO,483,3,1,3,,F. W. Adam,,,,,4,Aerospace,55
Aircraft Maintenance Engineering,AERO,495,2,1,2,,P.O Tawiah,,,,,4,Aerospace,55
Mathematics I,MATH,151,0,0,4,0,J. Ackora-Prah,,,,,1,Civil,180
Communication Skills I,ENGL,157,0,0,2,0,Adjei Forson,,,,,1,Civil,180
Technical Drawing,ME,159,0,0,2,0,J. Aveyire,,,,,1,Civil,180
Basic Mechanics,ME,161,0,0,3,0,P.O. Tawiah,,,,,1,Civil,180
Elementary Structures,CE,157,0,0,3,0,R.O. Afrifa,,,,,1,Civil,180
Engineering Technology,CE,151,0,0,2,0,V.K.A. Acquaah,,,,,1,Civil,180
Intro to Information Technology,CE,157,0,0,1,0,E. Appiah-Effah/E.A. Donkor,,,,,1,Civil,180
Building Science And Services 1,ARC,155,0,0,2,0,V. Kootin- Sanwu,,,,,1,Civil,180
Elements Of Economics 1,ECON,151,0,0,2,0,John- Bosco Dramani,,,,,1,Civil,180
French For Communication Purposes 1,FREN,181,0,0,2,0,D. Pimpong,,,,,1,Civil,180
Differential Equations,MATH,251,0,0,4,0,K.F. Darkwah,,,,,2,Civil,112
Literature in English,ENGL,263,0,0,1,0,P. Abaka,,,,,2,Civil,112
Strength of Materials,CE,251,0,0,2,0,G. Sossou,,,,,2,Civil,112
Theory of Structures,CE,255,0,0,3,0,J.W. Ampofo,,,,,2,Civil,112
Computer Programming,CE,257,0,0,2,0,C. Gyamfi/J. B. Osei,,,,,2,Civil,112
Engineering Geology,CE,259,0,0,2,0,V.K.A. Acquaah,,,,,2,Civil,112
Principles of Design,CE,261,0,0,2,0,F.O.K. Anyemedu,,,,,2,Civil,112
Computer Aided Design,CE,263,0,0,2,0,J. B. Osei,,,,,2,Civil,112
Engineering in Society,CENG,291,0,0,2,0,H. Essandoh/E. Appiah-Effah,,,,,2,Civil,112
Numerical Methods,MATH,351,0,0,2,0,P. Amoako-Yirenkyi,,,,,3,civil,140
Statistics,MATH,353,0,0,2,0,G. A. Okyere,,,,,3,civil,140
Engineering Surveying,GE,381,0,0,3,0,A. Arko-Adjei,,,,,3,civil,140
Structural Analysis,CE,351,0,0,2,0,R.O. Afrifa/J. B. Osei,,,,,3,civil,140
Reinforced Concrete Design,CE,353,0,0,3,0,R.O. Afrifa,,,,,3,civil,140
Hydrology,CE,355,0,0,2,0,K.A. Adjei/C. Gyamfi,,,,,3,civil,140
Soil Mechanics,CE,359,0,0,3,0,F. Owusu-Nimo,,,,,3,civil,140
Highway And Transportation Engineering I,CE,367,0,0,2,0,C. A. Adams,,,,,3,civil,140
Engineering Economy And Entrepreneurship,CE,461,0,0,3,0,K.B. Nyarko/E. A. Donkor,,,,,4,Civil,79
Irrigation And Drainage Engineering,CE,471,0,0,2,0,G.K. Anornu,,,,,4,Civil,79
Structural Engineering I,CE,451,0,0,3,0,J. W. Ampofo/ M. Adom Asamoah,,,,,4,Civil,79
Drainage Systems,CE,457,0,0,3,0,G.K. Anornu/ S. N. Odai,,,,,4,Civil,79
Water And Waste Water Engineering,CE,463,0,0,3,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,,4,Civil,79
Highway Engineering,CE,467,0,0,3,0,Y. A. Tuffour,,,,,4,Civil,79
Development Engineering,CE,473,0,0,3,0,S. I. K. Ampadu/ Y. A. Tuffour,,,,,4,Civil,79
Systems Engineering I,CE,475,0,0,3,0,E. A. Donkor,,,,,4,Civil,79
Geotechnical Engineering I,CE,477,0,0,3,0,S. I. K. Ampadu/ B. Ali,,,,,4,Civil,79
Algebra,MATH,151,4,1,4,0,W. Obeng-Denteh,,,,,1,Mechanical,80
Communication Skills I,ENGL,157,2,0,2,0,P. Abaka,,,,,1,Mechanical,80
Applied Electricity,EE,151,2,2,3,0,A. R. Ahmed,,,,,1,Mechanical,80
Environmental Studies,CE,155,2,0,2,0,R. Buamah,,,,,1,Mechanical,80
Technical Drawing,ME,159,2,2,3,0,A.K. Sunnu/J. Afriyie,,,,,1,Mechanical,80
Engineering Technology I,ME,195,0,5,2,0,P. O. Tawiah,,,,,1,Mechanical,80
Introduction to Information Technology,ME,157,1,2,2,0,M. N. Sackey,,,,,1,Mechanical,80
Differential Equations,MATH,251,4,1,4,0,F. T. Oduro,,,,,2,Mechanical,85
Literature in English I,ENGL,263,1,0,1,0,P. Abakah,,,,,2,Mechanical,85
Dynamics of Solid Mechanics,ME,261,2,0,2,0,J. Ampofo,,,,,2,Mechanical,85
Introduction to Fluid Mechanics,ME,251,2,0,2,0,Y. A. K Fiagbe,,,,,2,Mechanical,85
Engineering Materials I,ME,281,2,0,2,0,G. Takyi,,,,,2,Mechanical,85
Strength of Materials I,ME,255,3,1,3,0,P. Y. Andoh,,,,,2,Mechanical,85
Applications of Computer Graphics,ME,259,2,2,3,0,M. N. Sackey,,,,,2,Mechanical,85
Mechanical Engineering Laboratory I,ME,295,0,3,1,0,R. Opoku,,,,,2,Mechanical,85
Engineering in Society,CENG,291,0,1,1,0,F. W. Adam,,,,,2,Mechanical,85
Machine Element Design,ME,373,3,0,3,0,P. Y. Andoh,,,,,3,Mechanical,100
Dynamics of Machinery,ME,361,3,0,3,0,S. M. Sackey,,,,,3,Mechanical,100
Mechanical Engineering Lab. III,ME,395,0,3,1,0,Y. A. K. Fiagbe,,,,,3,Mechanical,100
Thermodynamics II,ME,365,3,0,3,0,F. K. Forson,,,,,3,Mechanical,100
Automatic Control I,ME,363,2,1,2,0,E. A. Adjei,,,,,3,Mechanical,100
Probability and Statistics,MATH,353,2,1,2,0,A. Y. Omari-Sasu,,,,,3,Mechanical,100
Numerical Analysis,MATH,351,2,1,2,0,P. A. Yirenkyi,,,,,3,Mechanical,100
Introduction to Economics I,ECON,151,2,0,2,0,E. Buabeng,,,,,3,Mechanical,100
Engineering Economy & Management,ME,491,2,0,2,0,A. K. Intsiful,,,,,4,Mechanical,90
Hydraulics and Pneumatics,ME,453,3,1,3,0,Y. A. K. Fiagbe,,,,,4,Mechanical,90
Semiconductor Devices,CE,355,2,0,3,0,Mr. B. Kommey,,,,3,3,Electrical,140
Differential Equations,EE,151,4,2,1,0,F. T. Oduro,,,,3,1,Mechanical,140
Telecommunication Lab I,BME,471,0,2,5,0,All staff,,,,2,4,Telecom,78
Well logging,GE,261,0,3,4,0,W.N Aggrey,,,,3,2,Petroleum,96
Fluid Transport,MATH,151,3,1,3,0,Zs. Momade,,,,3,1,Chemical,140
Environmental Studies,CHE,471,2,0,4,0,Prof. Esi Awuah,,,,2,4,Telecom,130
Geodetic Surveying I,METE,455,2,3,3,0,I. Dadzie,,,,2,4,Geomatic,55
Analogue Communication Systems,PCE,461,2,0,2,0,Dr. S.M. Ellis,,,,1,4,Electrical,130
Basic Mechanics,TE,291,3,6,5,0,F. W. Adam,,,,3,2,Computer,76
Applications of Computer Graphics,CENG,291,2,0,1,0,M. N. Sackey,,,,1,2,Mechanical,112
Practical Chemistry I,CE,461,0,0,5,0,J. K. Mensah,,,,1,4,Petroluem,79
Statistics,ECON,151,0,0,4,0,G. A. Okyere,,,,2,3,civil,100
Engineering Surveying,CE,259,0,0,3,0,A. Arko-Adjei,,,,2,2,civil,112
Technical Drawing,GED,457,1,6,1,0,J. Ampofo,,,,2,4,Aerospace,150
Introduction To Information Technology,CHEM,169,1,0,4,0,E. A. Adjei,,,,3,1,Aerospace,77
Engineering Technology I,MATH,351,0,0,1,0,I. A. Edwin,,,,1,3,Metallurgial,79
Literature in English I,CE,151,1,1,2,0,P. Abakah,,,,3,1,Aerospace,78
Introduction To Aviation Technology,AERO,293,4,5,4,0,F. T. Oduro,,,,1,2,Aerospace,89
Organic and Petrochemical Synthesis,COE,291,2,7,3,0,M. Y. Woode,,,,1,2,Petrochemical,112
Computer Programming,CHEM,169,0,0,2,0,C. Gyamfi/J. B. Osei,,,,3,1,Civil,77
Special Electrical Machines,CE,477,3,2,3,0,Dr. E.  K. Anto,,,,2,4,Electrical,150
Electrical Services Design,ME,251,1,0,4,0,Mr. E. O. K. Addo,,,,3,2,Electrical,85
Literature in English I,ECON,151,1,0,4,0,P. Abakah,,,,2,3,Aerospace,70
Hydrometallurgy of light metals,BME,253,2,3,1,0,F. W. Y. Momade,,,,2,2,Metallurgical,90
Environmental Studies,MSE,457,2,0,1,0,R. Buamah,,,,3,4,Mechanical,50
Numerical Methods,BME,461,2,2,1,0,A. Agyei,,,,3,4,Computer,78
Principles of Hydrometallurgy,CHEM,169,3,6,1,0,F. W. Y. Momade,,,,2,1,Metallurgical,70
Mass Transfer Processes,FC,181,2,0,4,0,E. G. Ankudey,,,,2,3,chemical,85
Chemical Process Calculations I,MATH,353,2,1,5,0,M. A. Rockson,,,,2,3,Petrochemical,90
Marine And Geodetic Science,EE,371,2,2,2,0,I. Dadzie,,,,1,3,Geomatic,79
Engineering Technology I,BME,463,0,0,2,0,I. A. Edwin,,,,1,4,Metallurgial,78
Technical Drawing,EE,489,0,,4,0,I. Davies,,,,2,4,Petroluem,150
Communication Skills,COE,499,2,8,3,0,J. Aning,,,,1,4,Material,89
Pyrometallurgy,CE,351,3,0,3,0,A. Andrews,,,,2,3,Material,140
Elementary Structures,COE,475,2,2,5,0,R. O. Afrifa,,,,1,4,Geological,90
Algebra,ME,195,4,5,3,0,P. R. Nyarko,,,,2,1,Geological,140
Electrical Services Design,ME,491,1,0,1,0,Mr. E. O. K. Addo,,,,3,4,Electrical,50
Applied Electricity,EE,151,2,2,1,0,A. R. Ahmed,,,,2,1,Mechanical,100
Numerical Methods,CE,367,2,0,1,0,A. Agyei,,,,2,3,Biomedical,140
Literature in English I,CHE,351,1,1,3,0,E.Y. Ayepkle,,,,3,3,Telecom,120
Engineering Geology I,EE,271,2,0,4,0,S. S. R. Gidigasu,,,,1,2,Geological,130
Vacation training,CE,477,0,0,3,0,All Academic Staff,,,,1,4,Metallurgical,79
Project I,MATH,155,0,0,2,0,All staff,,,,1,1,Telecom,98
Communication Skills I,CSM,157,2,0,5,0,P. Abaka,,,,2,2,Geomatic,90
Transport Phenomena in Materials Processing I,CSM,157,3,0,2,0,A. A. Adjaottor,,,,3,2,Metallurgical,90
Computer Optimization Methods,PCE,457,2,0,1,0,E. K. Baah-Ennumh,,,,1,4,chemical,130
Mettalurgical Plant Design/Operations,AERO,493,3,5,1,,B. Koomson,,,,1,4,Metallurgical,55
Wireless Data Communication Network,EE,151,3,2,1,0,Mr. K. A. P. Agyekum,,,,3,1,Electrical,69
Engineering Technology I,EE,489,0,,4,0,P. O. Tawiah,,,,2,4,Mechanical,150
Highway And Transportation Engineering I,GED,353,2,6,1,0,D. A. Obeng,,,,3,3,Geomatic,120
Computer Architecture,COE,287,2,1,2,0,K. O. Boateng,,,,2,2,Computer,112
Technical Drawing,EE,489,1,,5,0,Y. A. K. Fiagbe,,,,1,4,Computer,150
Differential Equations,CHE,365,4,0,4,0,Benedict Barnes,,,,1,4,Petrochemical,130
Applied Electricity,ME,157,2,2,4,0,E. A. Frimpong,,,,1,1,Biomedical,69
Analytical Chemistry for Chemical Engineers,PETE,359,3,0,3,0,P. Boakye,,,,1,3,Petrochemical,78
Aerospace Industry & Engineering,MATH,251,3,1,4,0,G. Takyi,,,,2,2,Aerospace,90
Classical Control Systems,CE,457,2,0,1,0,Dr. D. Opoku,,,,2,4,Electrical,79
Differential Equation,CHE,467,4,0,1,0,K. F. Darkwa,,,,3,4,Geomatic,80
Algebra,GED,251,4,2,2,0,W. O. Denteh,,,,2,2,Electrical,60
Engineering in Society,GE,151,0,3,5,0,P. E. Adjei,,,,1,1,Computer,90
Indigenous Processing,EE,151,1,1,2,0,E. K. Arthur,,,,3,1,Metallurgical,80
Literature in English I,Department code,Course code,1,P,5,Tutorial,P. Abakah,,,,2,Year,Aerospace,Class size
Mechanical Behaviour of Materials,PCE,453,2,5,5,0,S. Kwofie,,,,2,4,Metallurgical,130
Engineering Surveying,GED,351,0,2,5,0,A. Arko-Adjei,,,,3,3,civil,120
Communication Systems,MSE,357,2,0,1,0,B. Yeboah-Akowuah,,,,1,3,Computer,90
Electrical Engineering Lab I,CENG,291,0,4,1,0,Dr. E. A. Frimpong,,,,1,2,Electrical,89
Elements Of Economics 1,ENGL,157,0,0,5,0,John- Bosco Dramani,,,,2,1,Civil,77
Highway Engineering,EE,151,0,2,4,0,Y. A. Tuffour,,,,2,1,Civil,70
Communication Skills I,CHE,261,2,3,5,0,K. Baah Gyamfi,,,,1,2,Telecom,80
Literature in English,EE,151,0,2,2,0,P. Abaka,,,,3,1,Civil,140
Environmental Studies,CENG,291,2,8,3,0,R. Buamah,,,,2,2,Electrical,112
Enhanced Oil Recovery,EE,151,0,2,1,0,W.N Aggrey,,,,2,1,Petroleum,100
Probability and Statistics,CE,157,2,0,5,0,A. Y. Omari-Sasu,,,,1,1,Aerospace,180
Object Oriented Programming,MATH,251,2,1,2,0,B. Kommey,,,,2,2,Biomedical,60
Computer Networking,ME,159,3,0,5,0,E. K. Akowuah,,,,3,1,Computer,77
Petro- Technical And Economics,ME,261,0,0,4,0,W.N Aggrey,,,,3,2,Petroleum,85
Algebra,PETE,453,4,0,1,0,F. T. Oduro,,,,3,4,Biomedical,67
Semiconductor Devices,ENGL,157,2,0,2,0,Mr. B. Kommey,,,,1,1,Electrical,70
Statistics,ME,355,2,0,5,0,A. Y. Omari- Sasu,,,,1,3,Geological,90
Applied Electricity,ME,159,2,0,3,0,Mr. E. Frimpong,,,,2,1,Telecom,80
Literature in English,METE,357,0,4,2,0,P. Abaka,,,,3,3,Civil,75
Dynamics of Solid Mechanics,ME,363,2,1,2,0,J. Ampofo,,,,2,3,Mechanical,70
Introduction to Information Technology,AERO,495,1,1,2,,K. Mensah-Darkwa,,,,2,4,Metallurgial,55
Cadastral Surveying,ENGL,263,2,0,5,0,E. O. Akrofi,,,,2,2,Geomatic,90
Pollution Control in Petrochemical Industry,CHE,367,2,0,5,0,P. Boakye,,,,1,3,Petrochemical,85
Oragnic Chemistry for Engineers,PETE,457,2,0,3,0,M. Badu,,,,3,4,Petrochemical,67
Building Science And Services 1,GE,351,0,3,4,0,V. Kootin- Sanwu,,,,3,3,Civil,89
Engineering in Society,MATH,251,0,0,1,0,P. E. Adjei,,,,3,2,Computer,117
Engineering Surveying,COE,271,0,0,2,0,A. Arko-Adjei,,,,1,2,civil,112
Basic Mechanics,COE,451,3,2,3,0,F. B. Adam,,,,3,4,Geological,89
Engineering Technology,GED,459,0,1,4,0,Prof. P.Y. Okyere,,,,3,4,Electrical,150
Physical Geology,PCE,461,2,0,1,0,E. Mensah,,,,1,4,Geological,80
Chemical Process Calculations I,ME,491,2,0,4,0,M. A. Rockson,,,,1,4,Chemical,55
Basic Geology,ME,295,2,3,4,0,S.K.Y Gawu,,,,1,2,Metallurgial,89
Communication Skills I,COE,475,2,0,4,0,P. Yeboah,,,,1,4,Chemical,150
Vacation Training,MATH,151,0,0,2,0,All Academic Staff,,,,1,1,Computer,78
Fuel And Combustion Technology,MATH,351,2,0,3,0,M. Y. Woode,,,,2,3,chemical,118
Principles of Design,GED,253,0,2,1,0,F.O.K. Anyemedu,,,,2,2,Civil,117
Foundry Technology I,AERO,495,3,1,5,,S. Kwofie,,,,2,4,Material,55
Thermodynamics II,GE,361,3,3,2,0,F. K. Forson,,,,1,3,Mechanical,89
Engineering Geological II,MATH,251,2,0,5,0,B. Ali,,,,1,2,Geological,80
Petroleum Fluid Dynamics,PCE,351,0,0,1,0,A. Hama,,,,2,3,Petroleum,85
Aviation Business Management,MATH,351,2,0,5,0,A. K. Intsiful,,,,1,3,Aerospace,118
Engineering Econs And Management,AERO,351,2,0,1,0,A. K. Instiful/ S. H. M.,,,,1,3,Biomedical,70
Field Astronomy,GE,261,2,3,1,0,J. Ayer,,,,1,2,Geomatic,96
Differential Equations,METE,251,4,0,2,0,F. T. Oduro,,,,2,2,Mechanical,60
Cartography I,ME,363,2,1,1,0,J. Quaye-Ballard,,,,2,3,Geomatic,70
Engineering Technology I,ME,159,0,3,3,0,I. A. Edwin,,,,1,1,Material,75
Differential Equations,ME,261,0,0,5,0,K.F. Darkwah,,,,3,2,Civil,89
Analog Communication Systems,GE,167,2,3,2,0,Rev. Dr. J. K. Oppong,,,,1,1,Telecom,90
Automatic Control I,COE,499,2,8,5,0,E. A. Adjei,,,,1,4,Mechanical,78
Distributed Computing,ENGL,263,2,0,1,0,Klogo,,,,3,2,Computer,112
Strength of Materials I,GE,261,3,3,4,0,P. Y. Andoh,,,,2,2,Aerospace,96
Engineering Ceramics I,CHE,455,3,0,1,0,A. Andrews,,,,2,4,Material,80
Inoragnic Chemistry for Engineers,MATH,251,2,0,5,0,S. E. Agorku,,,,2,2,Petrochemical,112
Cell Biology,PETE,251,2,0,3,0,Y. Ahmed/ SMS,,,,3,2,Biomedical,80
Pyrometallurgy,CHE,363,3,0,3,0,A. Andrews,,,,2,3,Material,120
Project I,GE,251,1,3,1,0,E. K. Appiah- Adjei / All Staff,,,,1,2,Geological,96
Exploration Geophysics,CENG,291,2,8,4,0,B. Ali,,,,2,2,Geological,80
Irrigation And Drainage Engineering,ME,161,0,1,1,0,G.K. Anornu,,,,1,1,Civil,80
Algebra,ME,159,4,2,5,0,J. Ackorah- Prah,,,,3,1,Petrochemical,69
Technical Drawing,PETE,251,1,0,5,0,I. A. Edwin,,,,2,2,Material,80
Applied Electricity,TE,361,2,0,4,0,E. A. Frimpong,,,,3,3,Petrochemical,118
Technical Drawing,PCE,355,1,0,5,0,Y. A. K. Fiagbe,,,,1,3,Biomedical,85
Computer Application for Engineers,MATH,251,1,1,2,0,M. F. Baidoo,,,,3,2,Chemical,60
Basic Geology,MSE,255,2,0,5,0,S. K. Y. Gawu,,,,3,2,Geological,60
Microprocessors,EE,489,2,,2,0,J. Yankey,,,,3,4,Electrical,150
Technical Drawing,ME,281,1,0,2,0,F. Davis,,,,2,2,Petrochemical,89
Applied Electricity,CHE,451,2,0,1,0,E.A Frimpong,,,,2,4,Chemical,80
Engineering Economy and Mgt,PETE,455,3,0,2,0,A.K Intsiful,,,,3,4,Material,67
Probability and Statistics,ME,161,2,0,4,0,I.A Adjei,,,,2,1,Material,180
Geodetic Surveying I,CHE,357,2,0,1,0,I. Dadzie,,,,3,3,Geomatic,78
Soil Mechanics,GED,355,0,1,4,0,F. Owusu-Nimo,,,,3,3,civil,120
Project I,MATH,251,0,0,4,0,All Academic Staff,,,,2,2,Biomedical,76
Strength of Materials I,CHE,455,3,0,3,0,K. Mensah-Darkwa,,,,1,4,Material,130
Algebra,CE,475,2,0,5,0,F. Davis,,,,3,4,Aerospace,79
Hydrometallurgy of light metals,AERO,491,2,1,5,,F. W. Y. Momade,,,,3,4,Metallurgical,55
Highway And Transportation Engineering I,TE,391,0,9,4,0,C. A. Adams,,,,1,3,civil,118
Statistics,COE,251,2,1,1,0,A. Y. Omari- Sasu,,,,3,2,Geological,112
Automatic Control I,MSE,257,2,1,5,0,E. A. Adjei,,,,1,2,Aerospace,60
Elements Of Economics 1,CHEM,169,0,0,2,0,John- Bosco Dramani,,,,3,1,Civil,77
Mineralogy,ME,251,2,0,3,0,C. G. Amedjoe,,,,2,2,Geological,85
Petroleum Engineering Calculations,MATH,251,0,0,1,0,A. Hama,,,,2,2,Petroleum,76
Wireless Data Communication Networks,MATH,151,3,0,2,0,Rev. Dr. J. K. Oppong,,,,3,1,Telecom,77
Communication Skills I,MATH,351,2,0,3,0,B. Ampong,,,,2,3,Biomedical,140
Foundry Technology I,ME,255,3,0,4,0,S. Kwofie,,,,1,2,Metallurgical,110
Vacation training,ENGL,157,0,0,5,0,All Academic Staff,,,,3,1,Material,77
Communication Skills I,GED,355,0,1,3,0,P. Yeboa,,,,2,3,Petroluem,120
Strength of Materials I,EE,287,3,0,4,0,P. Y. Andoh,,,,2,2,Aerospace,130
Elements Of Economics 1,ME,159,2,3,1,0,Akola,,,,3,1,Geomatic,98
Literature in English I,CE,151,2,0,2,0,Z. Osei,,,,2,1,Biomedical,180
Mathematics I,ENGL,157,0,0,4,0,J. Ackora-Prah,,,,1,1,Civil,89
Linear Electronic Circuits,MATH,251,2,0,2,0,S. Agbemenu,,,,3,2,Electrical,96
Experimental Data Analysis,COE,381,3,2,2,0,L. Darkwah,,,,3,3,Petrochemical,118
Basic Hydrology,MATH,151,2,0,1,0,E. K. Appiah- Adjei,,,,2,1,Geological,77
Applied Optics,COE,381,2,2,2,0,S.A. Andam-Akorful,,,,2,3,Geomatic,54
Algebra,ME,453,4,1,4,0,W. Obeng-Denteh,,,,3,4,Mechanical,90
Signals And Systems,PETE,455,2,0,3,0,Prof. E. A. Jackson,,,,3,4,Telecom,67
